Year,Expt/Location,Aerated/Flowthrough/Neither,Temperature,Container/Individual_#,Pred,PredSource,PredSize,Prey,PreySource,PreySize,Risellopsis_varia height,Drilled?,Prey_post-consumption_Weight,with_operculum_or_radula?,operc_weight,est._%_consumed,leftover_tissue_weight_(dried),Comment,Start_1st,Start_2nd,Exact_Start,End_1st,End_2nd,Exact_End,Min_(days),Max_(days),Midpoint_(days),Start_+_End_Windows,Inverse Window (for Weighting),Both_Start_and_End_within_+/-2hr24min__window
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c42-6,Haustrum haustorium,EPFS Rocks,23.7,Notoacmea Radial,Rakautara & Paia Point,4,,0,0.005,0,,100,0,,24/06/2007 12:02,24/06/2007 13:10,,24/06/2007 14:03,24/06/2007 15:04,,0.04,0.13,0.08,02:09:00,10.04,1
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c30-6,Haustrum scobina,Paia Point,9.9,Notoacmea Radial,Rakautara & Paia Point,5.5,,0,0.01,0,,100,0,,23/06/2007 23:05,24/06/2007 08:36,,24/06/2007 14:09,24/06/2007 15:09,,0.23,0.67,0.45,10:31:00,2.23,0
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c12-6,Haustrum scobina,Paia Point,16.4,Notoacmea Radial,Rakautara & Paia Point,7.1,,0,0.032,0,,100,0,,23/06/2007 22:06,24/06/2007 08:31,,24/06/2007 15:04,24/06/2007 16:08,,0.27,0.75,0.51,11:29:00,2.05,0
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c37-6,Haustrum haustorium,EPFS Rocks,26.4,Notoacmea Radial,Rakautara & Paia Point,4.9,,0,0.01,0,,100,0,,24/06/2007 12:02,24/06/2007 13:10,,24/06/2007 15:04,24/06/2007 16:08,,0.08,0.17,0.13,02:12:00,9.84,1
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c39-6,Haustrum haustorium,EPFS Rocks,11.5,Notoacmea Radial,Rakautara & Paia Point,3.4,,0,0.003,0,,100,0,,24/06/2007 09:17,24/06/2007 10:05,,24/06/2007 15:04,24/06/2007 16:08,,0.21,0.29,0.25,01:52:00,11.39,1
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c19-6,Haustrum haustorium,EPFS Rocks,28.2,Notoacmea Radial,Rakautara & Paia Point,5.8,,0,0.021,0,,100,0,,24/06/2007 14:09,24/06/2007 15:09,,24/06/2007 15:09,24/06/2007 16:13,,0,0.09,0.04,02:04:00,10.4,1
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c40-6,Haustrum haustorium,EPFS Rocks,23.3,Notoacmea Radial,Rakautara & Paia Point,4.3,,0,0.01,0,,100,0,broken shell,24/06/2007 14:03,24/06/2007 15:04,,24/06/2007 16:08,24/06/2007 17:04,,0.04,0.13,0.09,01:57:00,10.96,1
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c42-6,Haustrum haustorium,EPFS Rocks,23.7,Notoacmea Radial,Rakautara & Paia Point,5,,0,0.012,0,,100,0,,24/06/2007 14:03,24/06/2007 15:04,,24/06/2007 16:08,24/06/2007 17:04,,0.04,0.13,0.09,01:57:00,10.96,1
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c33-6,Haustrum scobina,Paia Point,15.7,Notoacmea Radial,Rakautara & Paia Point,5.9,,1,0.023,0,,100,0,,23/06/2007 22:08,23/06/2007 23:05,,24/06/2007 16:13,24/06/2007 17:13,,0.71,0.8,0.75,01:57:00,10.96,1
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c5-6,Haustrum scobina,Paia Point,11.1,Risellopsis varia,Rakautara & Paia Point,3.9,2.2,1,0.007,0,,100,0,,23/06/2007 23:05,24/06/2007 08:36,,24/06/2007 21:13,24/06/2007 22:08,,0.53,0.96,0.74,10:26:00,2.25,0
2007,H-Times-TopLab-LowTemp,Aerated,10.8,c32-6,Haustrum scobina,Paia Point,9.3,Risellopsis varia,Rakautara & Paia Point,2.8,1.4,1,0.004,0,,100,0,,24/06/2007 09:10,24/06/2007 10:03,,24/06/2007 21:59,25/06/2007 08:22,,0.5,0.97,0.73,11:16:00,2.09,0
2007,H-Times-TopLab-LowTemp,Aerated,10.8,c9-6,Haustrum haustorium,EPFS Rocks,31.3,Notoacmea Radial,Rakautara & Paia Point,5.7,,0,0.013,0,,100,0,,24/06/2007 21:59,25/06/2007 08:22,,24/06/2007 21:59,25/06/2007 08:22,,0,0.43,0.22,20:46:00,1.14,0
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c4-6,Haustrum scobina,Paia Point,11.1,Risellopsis varia,Rakautara & Paia Point,3.6,2.2,1,0.007,0,,100,0,,24/06/2007 09:17,24/06/2007 10:05,,24/06/2007 22:03,25/06/2007 08:29,,0.5,0.97,0.73,11:14:00,2.09,0
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c16-6,Haustrum scobina,Paia Point,11.5,Risellopsis varia,Rakautara & Paia Point,3.5,2.2,1,0.006,0,,100,0,,24/06/2007 13:10,24/06/2007 14:03,,24/06/2007 22:03,25/06/2007 08:29,,0.33,0.8,0.57,11:19:00,2.08,0
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c33-6,Haustrum haustorium,EPFS Rocks,18.4,Notoacmea Radial,Rakautara & Paia Point,3.8,,0,0.004,0,,100,0,,24/06/2007 22:03,25/06/2007 08:29,,24/06/2007 22:03,25/06/2007 08:29,,0,0.43,0.22,20:52:00,1.14,0
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c36-6,Haustrum haustorium,EPFS Rocks,13.3,Notoacmea Black,Rakautara & Paia Point,5,,0,0.014,0,,100,0,,24/06/2007 22:03,25/06/2007 08:29,,24/06/2007 22:03,25/06/2007 08:29,,0,0.43,0.22,20:52:00,1.14,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c3-6,Haustrum scobina,Paia Point,10.7,Risellopsis varia,Rakautara & Paia Point,5.2,3.7,1,0.023,0,,100,0,,23/06/2007 14:04,23/06/2007 15:06,,24/06/2007 22:08,25/06/2007 08:37,,1.29,1.77,1.53,11:31:00,2.04,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c26-6,Haustrum scobina,Paia Point,10.3,Risellopsis varia,Rakautara & Paia Point,3.9,2.3,1,0.008,0,,100,0,,23/06/2007 16:07,23/06/2007 18:23,,24/06/2007 22:08,25/06/2007 08:37,,1.16,1.69,1.42,12:45:00,1.85,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c11-6,Haustrum scobina,Paia Point,12.3,Risellopsis varia,Rakautara & Paia Point,2.9,1.8,1,0.004,0,,100,0,,24/06/2007 22:08,25/06/2007 08:37,,24/06/2007 22:08,25/06/2007 08:37,,0,0.44,0.22,20:58:00,1.13,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c18-6,Haustrum haustorium,EPFS Rocks,17,Notoacmea Radial,Rakautara & Paia Point,3,,0,0.002,0,,100,0,,24/06/2007 22:08,25/06/2007 08:37,,24/06/2007 22:08,25/06/2007 08:37,,0,0.44,0.22,20:58:00,1.13,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c18-6,Haustrum haustorium,EPFS Rocks,17,Notoacmea Radial,Rakautara & Paia Point,3.3,,0,0.003,0,,100,0,,24/06/2007 22:08,25/06/2007 08:37,,24/06/2007 22:08,25/06/2007 08:37,,0,0.44,0.22,20:58:00,1.13,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c18-6,Haustrum haustorium,EPFS Rocks,17,Notoacmea Radial,Rakautara & Paia Point,3.7,,0,0.004,0,,100,0,,24/06/2007 22:08,25/06/2007 08:37,,24/06/2007 22:08,25/06/2007 08:37,,0,0.44,0.22,20:58:00,1.13,0
2007,H-Times-TopLab-LowTemp,Aerated,10.8,c21-6,Haustrum scobina,Paia Point,14.3,Notoacmea Radial,Rakautara & Paia Point,5.5,,0,0.009,0,,100,0,,23/06/2007 12:09,23/06/2007 13:02,,24/06/2007 23:00,25/06/2007 08:27,,1.42,1.85,1.63,10:20:00,2.27,0
2007,H-Times-TopLab-LowTemp,Aerated,10.8,c13-6,Haustrum scobina,Paia Point,17.7,Notoacmea Radial,Rakautara & Paia Point,7.1,,0,0.037,0,,100,0,,24/06/2007 18:02,24/06/2007 19:05,,25/06/2007 11:33,25/06/2007 12:36,,0.69,0.77,0.73,02:06:00,10.26,1
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c18-6,Haustrum haustorium,EPFS Rocks,17,Notoacmea Radial,Rakautara & Paia Point,4.4,,0,0.006,0,,100,0,,25/06/2007 08:37,25/06/2007 09:38,,25/06/2007 11:39,25/06/2007 12:49,,0.08,0.18,0.13,02:11:00,9.9,1
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c30-6,Haustrum scobina,Paia Point,9.9,Notoacmea Radial,Rakautara & Paia Point,5.2,,0,0.01,0,,100,0,,24/06/2007 22:08,25/06/2007 08:37,,25/06/2007 11:39,25/06/2007 12:49,,0.13,0.61,0.37,11:39:00,2.02,0
2007,H-Times-TopLab-LowTemp,Aerated,10.8,c2-6,Haustrum haustorium,EPFS Rocks,12.8,Notoacmea Black,Rakautara & Paia Point,5.3,,0,0.014,0,,100,0,,24/06/2007 15:02,24/06/2007 16:05,,25/06/2007 12:36,25/06/2007 14:27,,0.85,0.98,0.92,02:54:00,7.64,0
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c17-6,Haustrum scobina,Paia Point,14,Risellopsis varia,Rakautara & Paia Point,3.9,2.2,1,0.008,0,,100,0,,24/06/2007 21:09,24/06/2007 22:03,,25/06/2007 12:43,25/06/2007 14:32,,0.61,0.72,0.67,02:43:00,8.12,0
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c36-6,Haustrum haustorium,EPFS Rocks,13.3,Notoacmea Radial,Rakautara & Paia Point,3.5,,0,0.004,0,,100,0,,25/06/2007 09:35,25/06/2007 10:33,,25/06/2007 12:43,25/06/2007 14:32,,0.09,0.21,0.15,02:47:00,7.94,0
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c19-6,Haustrum scobina,Paia Point,11.9,Risellopsis varia,Rakautara & Paia Point,0.7,1.8,1,0.006,0,,100,0,,24/06/2007 22:03,25/06/2007 08:29,,25/06/2007 17:36,25/06/2007 18:31,,0.38,0.85,0.62,11:21:00,2.07,0
2007,H-Times-CameraCaptured-Seatable,Flow,10,c2-4-4,Haustrum haustorium,Paia Point,15.3,Chamaesipho brunnea,Intertunnel,1.7,,0,,0,,100,0,"? Prey ID, top-entry, unsure of start",24/06/2007 18:32,,yes,25/06/2007 17:38,,yes,0.96,0.96,0.96,00:00:00,100,1
2007,H-Times-TopLab-LowTemp,Aerated,10.8,c3-6,Haustrum haustorium,EPFS Rocks,20.2,Notoacmea Radial,Rakautara & Paia Point,6.3,,0,0.023,0,,100,0,,24/06/2007 15:02,24/06/2007 16:05,,25/06/2007 19:05,25/06/2007 20:01,,1.13,1.21,1.17,01:59:00,10.79,1
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c8-6,Haustrum scobina,Paia Point,12.3,Risellopsis varia,Rakautara & Paia Point,2.7,1.6,1,0.002,0,,100,0,,25/06/2007 09:35,25/06/2007 10:33,,25/06/2007 21:33,25/06/2007 22:32,,0.46,0.54,0.5,01:57:00,10.96,1
2007,H-Times-TopLab-LowTemp,Aerated,10.8,c21-6,Haustrum scobina,Paia Point,14.3,Notoacmea Radial,Rakautara & Paia Point,5.3,,0,0.009,0,,100,0,,24/06/2007 23:00,25/06/2007 08:27,,25/06/2007 21:59,26/06/2007 08:22,,0.56,1.39,0.98,19:50:00,1.2,0
2007,H-Times-TopLab-LowTemp,Aerated,10.8,c8-6,Haustrum haustorium,EPFS Rocks,21.5,Notoacmea Radial,Rakautara & Paia Point,4.9,,0,0.011,0,,100,0,,25/06/2007 19:32,25/06/2007 20:30,,25/06/2007 22:30,25/06/2007 23:30,,0.08,0.17,0.12,01:58:00,10.88,1
2007,H-Times-TopLab-LowTemp,Aerated,10.8,c3-7,Haustrum haustorium,EPFS Rocks,16.4,Notoacmea Radial,Rakautara & Paia Point,5.6,,0,0.012,0,,100,0,,25/06/2007 14:27,25/06/2007 15:32,,25/06/2007 23:30,26/06/2007 07:50,,0.33,0.72,0.53,09:25:00,2.49,0
2007,H-Times-TopLab-LowTemp,Aerated,10.8,c31-6,Haustrum scobina,Paia Point,11.7,Risellopsis varia,Rakautara & Paia Point,2.4,1.3,1,0.003,0,,100,0,,25/06/2007 09:33,25/06/2007 10:30,,25/06/2007 23:30,26/06/2007 07:50,,0.54,0.93,0.74,09:17:00,2.52,0
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c4-6,Haustrum scobina,Paia Point,11.1,Risellopsis varia,Rakautara & Paia Point,3,2.1,1,0.005,0,,100,0,,25/06/2007 12:43,25/06/2007 14:32,,25/06/2007 23:35,26/06/2007 07:57,,0.38,0.8,0.59,10:11:00,2.3,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c22-6,Haustrum scobina,Paia Point,13.9,Notoacmea Radial,Rakautara & Paia Point,5.9,,1,0.018,0,,100,0,,24/06/2007 22:08,25/06/2007 08:37,,25/06/2007 23:41,26/06/2007 08:04,,0.63,1.41,1.02,18:52:00,1.26,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c28-6,Haustrum scobina,Paia Point,12.5,Notoacmea Radial,Rakautara & Paia Point,4.6,,0,0.009,0,,100,0,,24/06/2007 22:08,25/06/2007 08:37,,25/06/2007 23:41,26/06/2007 08:04,,0.63,1.41,1.02,18:52:00,1.26,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c28-6,Haustrum scobina,Paia Point,12.5,Notoacmea Radial,Rakautara & Paia Point,5.7,,0,0.019,0,,100,0,,25/06/2007 23:41,26/06/2007 08:04,,25/06/2007 23:41,26/06/2007 08:04,,0,0.35,0.17,16:46:00,1.41,0
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c16-6,Haustrum scobina,Paia Point,11.5,Risellopsis varia,Rakautara & Paia Point,2.3,1.2,0,0.002,0,,100,0,,25/06/2007 23:35,26/06/2007 07:57,,26/06/2007 14:06,26/06/2007 15:04,,0.26,0.65,0.45,09:20:00,2.51,0
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c33-6,Haustrum haustorium,EPFS Rocks,18.4,Notoacmea Radial,Rakautara & Paia Point,4.7,,0,0.011,0,,100,0,,26/06/2007 09:03,26/06/2007 10:08,,26/06/2007 14:06,26/06/2007 15:04,,0.17,0.25,0.21,02:03:00,10.48,1
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c45-6,Haustrum haustorium,EPFS Rocks,21.7,Notoacmea Radial,Rakautara & Paia Point,5.5,,0,0.019,0,,100,0,,26/06/2007 15:04,26/06/2007 16:02,,26/06/2007 18:01,26/06/2007 19:03,,0.08,0.17,0.12,02:00:00,10.71,1
2007,H-Times-CameraCaptured-Seatable,Flow,10,c3-3-5,Haustrum scobina,Paia Point,11.8,Chamaesipho brunnea,Intertunnel,1.7,,0,,0,,100,0,"? Prey ID, top-entry",25/06/2007 17:47,25/06/2007 18:01,,26/06/2007 18:30,26/06/2007 18:31,,1.02,1.03,1.03,00:15:00,48.98,1
2007,H-Times-TopLab-LowTemp,Aerated,10.8,c21-6,Haustrum scobina,Paia Point,14.3,Notoacmea Radial,Rakautara & Paia Point,5.7,,1,0.018,0,,100,0,,25/06/2007 21:59,26/06/2007 08:22,,26/06/2007 18:59,26/06/2007 20:00,,0.44,0.92,0.68,11:24:00,2.06,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c12-6,Haustrum scobina,Paia Point,6.5,Risellopsis varia,Rakautara & Paia Point,1.8,1.1,1,0.001,0,,100,0,,25/06/2007 23:41,26/06/2007 08:04,,26/06/2007 21:06,26/06/2007 22:05,,0.54,0.93,0.74,09:22:00,2.5,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c20-6,Haustrum haustorium,EPFS Rocks,16.8,Notoacmea Radial,Rakautara & Paia Point,4.4,,0,0.006,0,,100,0,,26/06/2007 18:06,26/06/2007 19:07,,26/06/2007 22:05,27/06/2007 08:25,,0.12,0.6,0.36,11:21:00,2.07,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c20-6,Haustrum haustorium,EPFS Rocks,16.8,Notoacmea Radial,Rakautara & Paia Point,3.3,,0,0.003,0,,100,0,,26/06/2007 22:05,27/06/2007 08:25,,26/06/2007 22:05,27/06/2007 08:25,,0,0.43,0.22,20:40:00,1.15,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c29-6,Haustrum scobina,Paia Point,13.8,Notoacmea Radial,Rakautara & Paia Point,6,,0,0.015,0,,100,0,,26/06/2007 17:06,26/06/2007 18:06,,26/06/2007 22:05,27/06/2007 08:25,,0.17,0.64,0.4,11:20:00,2.07,0
2007,H-Times-TopLab-LowTemp,Aerated,10.8,c6-6,Haustrum haustorium,EPFS Rocks,11.9,Notoacmea Radial,Rakautara & Paia Point,4.5,,0,0.009,0,,100,0,,26/06/2007 10:05,26/06/2007 11:01,,27/06/2007 08:15,27/06/2007 09:31,,0.88,0.98,0.93,02:12:00,9.84,1
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c3-6,Haustrum scobina,Paia Point,10.7,Risellopsis varia,Rakautara & Paia Point,5.2,3.9,1,0.025,0,,100,0,,26/06/2007 09:09,26/06/2007 10:13,,27/06/2007 08:25,27/06/2007 09:38,,0.93,1.02,0.97,02:17:00,9.51,1
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c28-6,Haustrum scobina,Paia Point,12.5,Notoacmea Radial,Rakautara & Paia Point,5.3,,0,0.012,0,,100,0,,26/06/2007 18:06,26/06/2007 19:07,,27/06/2007 08:25,27/06/2007 09:38,,0.55,0.65,0.6,02:14:00,9.7,1
2007,H-Times-TopLab-LowTemp,Aerated,10.8,c1-6,Haustrum haustorium,EPFS Rocks,29.7,Notoacmea Radial,Rakautara & Paia Point,6.3,,0,0.019,0,,100,0,,27/06/2007 10:31,27/06/2007 11:29,,27/06/2007 11:29,27/06/2007 12:29,,0,0.08,0.04,01:58:00,10.88,1
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c43-6,Haustrum haustorium,EPFS Rocks,16.3,Notoacmea Radial,Rakautara & Paia Point,4.6,,0,0.009,0,,100,0,,27/06/2007 08:19,27/06/2007 09:34,,27/06/2007 11:32,27/06/2007 12:35,,0.08,0.18,0.13,02:18:00,9.45,1
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c22-6,Haustrum scobina,Paia Point,13.9,Notoacmea Radial,Rakautara & Paia Point,6.3,,0,0.022,0,,100,0,,26/06/2007 22:05,27/06/2007 08:25,,27/06/2007 11:35,27/06/2007 12:41,,0.13,0.61,0.37,11:26:00,2.06,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c30-6,Haustrum scobina,Paia Point,13.8,Notoacmea Radial,Rakautara & Paia Point,5.6,,0,0.017,0,,100,0,,26/06/2007 22:05,27/06/2007 08:25,,27/06/2007 11:35,27/06/2007 12:41,,0.13,0.61,0.37,11:26:00,2.06,0
2007,H-Times-TopLab-LowTemp,Aerated,10.8,c23-6,Haustrum scobina,Paia Point,11.1,Risellopsis varia,Rakautara & Paia Point,3.5,2.3,1,0.007,0,,100,0,,26/06/2007 12:58,26/06/2007 14:00,,27/06/2007 14:31,27/06/2007 15:32,,1.02,1.11,1.06,02:03:00,10.48,1
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c25-6,Haustrum scobina,Paia Point,13.6,Risellopsis varia,Rakautara & Paia Point,3.8,2.6,1,0.009,0,,100,0,,26/06/2007 20:02,26/06/2007 21:04,,27/06/2007 14:32,27/06/2007 15:36,,0.73,0.82,0.77,02:06:00,10.26,1
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c38-7,Haustrum scobina,Paia Point,9,Risellopsis varia,Rakautara & Paia Point,2.5,1.8,1,0.002,0,,100,0,,26/06/2007 22:03,27/06/2007 08:19,,27/06/2007 14:32,27/06/2007 15:36,,0.26,0.73,0.5,11:20:00,2.07,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c12-6,Haustrum scobina,Paia Point,6.5,Risellopsis varia,Rakautara & Paia Point,2.5,1.4,0,0.003,0,,100,0,,26/06/2007 22:05,27/06/2007 08:25,,27/06/2007 14:35,27/06/2007 15:41,,0.26,0.73,0.5,11:26:00,2.06,0
2007,H-Times-TopLab-LowTemp,Aerated,10.8,c3-6,Haustrum haustorium,EPFS Rocks,20.2,Notoacmea Radial,Rakautara & Paia Point,4.8,,0,0.013,0,,100,0,,27/06/2007 09:31,27/06/2007 10:31,,27/06/2007 15:32,27/06/2007 16:48,,0.21,0.3,0.26,02:16:00,9.57,1
2007,H-Times-CameraCaptured-Seatable,Flow,10,c1-1-2,Haustrum scobina,Paia Point,11.1,Chamaesipho brunnea,Intertunnel,1.5,,0,,0,,100,0,"? Prey ID, top-entry",26/06/2007 20:29,26/06/2007 21:09,,27/06/2007 19:20,27/06/2007 19:23,,0.92,0.95,0.94,00:43:00,25.09,1
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c35-6,Haustrum haustorium,EPFS Rocks,17.1,Notoacmea Radial,Rakautara & Paia Point,3.7,,0,0.004,0,,100,0,,27/06/2007 14:32,27/06/2007 15:36,,27/06/2007 22:39,27/06/2007 23:39,,0.29,0.38,0.34,02:04:00,10.4,1
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c35-6,Haustrum haustorium,EPFS Rocks,17.1,Notoacmea Radial,Rakautara & Paia Point,3.7,,0,0.004,0,,100,0,,27/06/2007 14:32,27/06/2007 15:36,,27/06/2007 22:39,27/06/2007 23:39,,0.29,0.38,0.34,02:04:00,10.4,1
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c17-6,Haustrum haustorium,EPFS Rocks,15.4,Notoacmea Black,Rakautara & Paia Point,4.6,,0,0.008,0,,100,0,,27/06/2007 23:43,28/06/2007 07:39,,27/06/2007 23:43,28/06/2007 07:39,,0,0.33,0.17,15:52:00,1.49,0
2007,H-Times-TopLab-LowTemp,Aerated,10.8,c21-6,Haustrum scobina,Paia Point,14.3,Notoacmea Radial,Rakautara & Paia Point,5.2,,0,0.013,0,,100,0,,27/06/2007 16:48,27/06/2007 17:47,,28/06/2007 08:30,28/06/2007 10:10,,0.61,0.72,0.67,02:39:00,8.3,0
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c35-6,Haustrum haustorium,EPFS Rocks,17.1,Notoacmea Net,Rakautara & Paia Point,3.6,,1,0.002,0,,100,0,,27/06/2007 22:39,27/06/2007 23:39,,28/06/2007 08:33,28/06/2007 10:14,,0.37,0.48,0.43,02:41:00,8.21,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c30-6,Haustrum scobina,Paia Point,9.9,Notoacmea Radial,Rakautara & Paia Point,4.9,,0,0.01,0,,100,0,,27/06/2007 21:37,27/06/2007 22:39,,28/06/2007 08:40,28/06/2007 10:19,,0.42,0.53,0.47,02:41:00,8.21,0
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c35-6,Haustrum haustorium,EPFS Rocks,17.1,Notoacmea Black,Rakautara & Paia Point,4.1,,0,0.005,0,,100,0,,28/06/2007 08:33,28/06/2007 10:14,,28/06/2007 12:05,28/06/2007 13:03,,0.08,0.19,0.13,02:39:00,8.3,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c17-6,Haustrum haustorium,EPFS Rocks,15.4,Notoacmea Radial,Rakautara & Paia Point,5.3,,0,0.012,0,,100,0,,27/06/2007 23:43,28/06/2007 07:39,,28/06/2007 13:07,28/06/2007 14:25,,0.23,0.61,0.42,09:14:00,2.53,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c31-7,Haustrum scobina,Paia Point,10,Notoacmea Radial,Rakautara & Paia Point,4.4,,0,0.007,0,,100,0,,27/06/2007 23:43,28/06/2007 07:39,,28/06/2007 15:28,28/06/2007 16:43,,0.33,0.71,0.52,09:11:00,2.55,0
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c20-6,Haustrum scobina,Paia Point,9,Risellopsis varia,Rakautara & Paia Point,2.4,1.5,0,0.002,0,,100,0,,28/06/2007 08:33,28/06/2007 10:14,,28/06/2007 16:41,28/06/2007 17:35,,0.27,0.38,0.32,02:35:00,8.5,0
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c35-6,Haustrum haustorium,EPFS Rocks,17.1,Notoacmea Radial,Rakautara & Paia Point,3.3,,0,0.002,0,,100,0,,28/06/2007 12:05,28/06/2007 13:03,,28/06/2007 20:26,28/06/2007 22:41,,0.31,0.44,0.37,03:13:00,6.94,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c17-6,Haustrum haustorium,EPFS Rocks,15.4,Notoacmea Radial,Rakautara & Paia Point,5,,0,0.01,0,,100,0,,28/06/2007 13:07,28/06/2007 14:25,,28/06/2007 20:28,28/06/2007 22:45,,0.25,0.4,0.33,03:35:00,6.28,0
2007,H-Times-TopLab-LowTemp,Aerated,10.8,c4-6,Haustrum haustorium,EPFS Rocks,20,Notoacmea Radial,Rakautara & Paia Point,5,,0,0.009,0,,100,0,,28/06/2007 15:20,28/06/2007 16:36,,28/06/2007 22:37,29/06/2007 08:40,,0.25,0.72,0.49,11:19:00,2.08,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c1-6,Haustrum scobina,Paia Point,10.8,Risellopsis varia,Rakautara & Paia Point,3,2.1,1,0.004,0,,100,0,,28/06/2007 08:40,28/06/2007 10:19,,28/06/2007 22:45,29/06/2007 08:50,,0.52,1.01,0.76,11:44:00,2,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c29-6,Haustrum scobina,Paia Point,13.8,Notoacmea Radial,Rakautara & Paia Point,5.9,,0,0.09,0,,100,0,,27/06/2007 19:36,27/06/2007 20:37,,28/06/2007 23:43,29/06/2007 07:39,,1.13,1.5,1.32,08:57:00,2.61,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c17-6,Haustrum haustorium,EPFS Rocks,15.4,Notoacmea Radial,Rakautara & Paia Point,5.7,,0,0.014,0,,100,0,,28/06/2007 22:45,29/06/2007 08:50,,29/06/2007 08:50,29/06/2007 10:12,,0,0.48,0.24,11:27:00,2.05,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c20-6,Haustrum haustorium,EPFS Rocks,16.8,Notoacmea Black,Rakautara & Paia Point,4,,0,0.006,0,,100,0,,28/06/2007 22:45,29/06/2007 08:50,,29/06/2007 08:50,29/06/2007 10:12,,0,0.48,0.24,11:27:00,2.05,0
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c3-7,Haustrum scobina,Paia Point,7.5,Risellopsis varia,Rakautara & Paia Point,3,1.5,0,0.004,0,,100,0,,28/06/2007 19:22,28/06/2007 20:28,,29/06/2007 10:12,29/06/2007 11:09,,0.57,0.66,0.61,02:03:00,10.48,1
2007,H-Times-TopLab-HighTemp,Aerated,17.3,c9-6,Haustrum scobina,Paia Point,8.5,Risellopsis varia,Rakautara & Paia Point,2.1,1,1,0.002,0,,100,0,,28/06/2007 15:28,28/06/2007 16:43,,29/06/2007 14:11,29/06/2007 15:15,,0.89,0.99,0.94,02:19:00,9.39,1
2007,H-Times-TopLab-MidTemp,Aerated,14.5,c41-7,Haustrum haustorium,EPFS Rocks,16.5,Notoacmea Radial,Rakautara & Paia Point,5.1,,0,0.016,0,,100,0,,29/06/2007 11:06,29/06/2007 12:12,,29/06/2007 15:09,29/06/2007 16:05,,0.12,0.21,0.17,02:02:00,10.56,1
