Volume Mass Radius Surface Stroke Energy Bs Bt Detection ForSpeed  ForCost
1.5474e-08 1.6712e-05 1.5459e-03 7.5075e-06 2.2378e-02 6.1501e+01 9.2801e-14 8.6120e-28 1.8950e-04 6.7079e-01 4.5982e-05
3.6622e-08 3.9552e-05 2.0601e-03 1.3333e-05 2.7756e-02 1.4555e+02 2.1219e-13 4.5024e-27 2.8902e-04 8.3213e-01 1.3498e-04
4.3611e-09 4.7100e-06 1.0135e-03 3.2272e-06 1.6305e-02 1.7333e+01 2.7513e-14 7.5697e-29 1.0188e-04 4.8826e-01 9.4443e-06
4.3611e-09 4.7100e-06 1.0135e-03 3.2272e-06 1.6305e-02 1.7333e+01 2.7513e-14 7.5697e-29 1.0188e-04 4.8826e-01 9.4443e-06
4.3611e-09 4.7100e-06 1.0135e-03 3.2272e-06 1.6305e-02 1.7333e+01 2.7513e-14 7.5697e-29 1.0188e-04 4.8826e-01 9.4443e-06
4.3611e-09 4.7100e-06 1.0135e-03 3.2272e-06 1.6305e-02 1.7333e+01 2.7513e-14 7.5697e-29 1.0188e-04 4.8826e-01 9.4443e-06
4.3611e-09 4.7100e-06 1.0135e-03 3.2272e-06 1.6305e-02 1.7333e+01 2.7513e-14 7.5697e-29 1.0188e-04 4.8826e-01 9.4443e-06
4.3611e-09 4.7100e-06 1.0135e-03 3.2272e-06 1.6305e-02 1.7333e+01 2.7513e-14 7.5697e-29 1.0188e-04 4.8826e-01 9.4443e-06
3.0093e-10 3.2500e-07 4.1571e-04 5.4291e-07 8.3568e-03 1.1960e+00 2.1128e-15 4.4637e-31 2.7488e-05 1.8224e-01 2.6732e-07
8.0713e-08 8.7170e-05 2.6809e-03 2.2580e-05 3.3819e-02 3.2079e+02 4.5310e-13 2.0530e-26 4.2570e-04 1.0137e+00 3.6241e-04
5.8889e-08 6.3600e-05 2.4135e-03 1.8300e-05 3.1256e-02 2.3405e+02 3.3478e-13 1.1208e-26 3.6477e-04 9.3697e-01 2.4438e-04
6.0287e-08 6.5110e-05 2.4325e-03 1.8588e-05 3.1440e-02 2.3960e+02 3.4241e-13 1.1724e-26 3.6898e-04 9.4248e-01 2.5165e-04
6.9991e-08 7.5590e-05 2.5565e-03 2.0533e-05 3.2635e-02 2.7817e+02 3.9515e-13 1.5615e-26 3.9698e-04 9.7826e-01 3.0326e-04
6.8000e-08 7.3440e-05 2.5321e-03 2.0142e-05 3.2400e-02 2.7026e+02 3.8436e-13 1.4773e-26 3.9141e-04 9.7124e-01 2.9252e-04
6.5574e-08 7.0820e-05 2.5016e-03 1.9660e-05 3.2108e-02 2.6062e+02 3.7118e-13 1.3778e-26 3.8450e-04 9.6247e-01 2.7953e-04
1.1828e-07 1.2774e-04 3.0451e-03 2.9131e-05 3.7209e-02 4.7008e+02 6.5390e-13 4.2759e-26 5.1336e-04 1.1151e+00 5.8432e-04
1.2291e-07 1.3274e-04 3.0843e-03 2.9887e-05 3.7568e-02 4.8848e+02 6.7846e-13 4.6030e-26 5.2311e-04 1.1259e+00 6.1305e-04
1.1954e-07 1.2910e-04 3.0559e-03 2.9338e-05 3.7308e-02 4.7509e+02 6.6059e-13 4.3637e-26 5.1603e-04 1.1181e+00 5.9211e-04
1.2559e-07 1.3564e-04 3.1066e-03 3.0320e-05 3.7772e-02 4.9916e+02 6.9268e-13 4.7981e-26 5.2868e-04 1.1319e+00 6.2984e-04
1.4102e-07 1.5230e-04 3.2290e-03 3.2755e-05 3.8882e-02 5.6046e+02 7.7416e-13 5.9933e-26 5.5956e-04 1.1651e+00 7.2798e-04
1.2163e-07 1.3136e-04 3.0736e-03 2.9679e-05 3.7470e-02 4.8340e+02 6.7168e-13 4.5116e-26 5.2044e-04 1.1229e+00 6.0509e-04
6.0204e-08 6.5020e-05 2.4313e-03 1.8571e-05 3.1429e-02 2.3927e+02 3.4195e-13 1.1693e-26 3.6873e-04 9.4215e-01 2.5122e-04
5.9898e-08 6.4690e-05 2.4272e-03 1.8508e-05 3.1389e-02 2.3806e+02 3.4029e-13 1.1579e-26 3.6782e-04 9.4095e-01 2.4962e-04
5.7417e-08 6.2010e-05 2.3932e-03 1.7994e-05 3.1059e-02 2.2820e+02 3.2674e-13 1.0676e-26 3.6027e-04 9.3106e-01 2.3676e-04
6.6491e-08 7.1810e-05 2.5132e-03 1.9843e-05 3.2219e-02 2.6426e+02 3.7616e-13 1.4150e-26 3.8712e-04 9.6581e-01 2.8443e-04
6.0787e-08 6.5650e-05 2.4392e-03 1.8691e-05 3.1505e-02 2.4159e+02 3.4513e-13 1.1912e-26 3.7048e-04 9.4442e-01 2.5426e-04
6.2769e-08 6.7790e-05 2.4654e-03 1.9095e-05 3.1758e-02 2.4947e+02 3.5593e-13 1.2668e-26 3.7635e-04 9.5202e-01 2.6466e-04
1.1105e-07 1.1993e-04 2.9818e-03 2.7931e-05 3.6627e-02 4.4134e+02 6.1548e-13 3.7881e-26 4.9773e-04 1.0977e+00 5.4001e-04
1.1368e-07 1.2277e-04 3.0051e-03 2.8371e-05 3.6842e-02 4.5179e+02 6.2946e-13 3.9622e-26 5.0347e-04 1.1041e+00 5.5604e-04
1.1280e-07 1.2182e-04 2.9973e-03 2.8224e-05 3.6770e-02 4.4830e+02 6.2478e-13 3.9036e-26 5.0156e-04 1.1020e+00 5.5067e-04
1.0886e-07 1.1757e-04 2.9621e-03 2.7564e-05 3.6445e-02 4.3266e+02 6.0384e-13 3.6463e-26 4.9291e-04 1.0923e+00 5.2676e-04
1.1174e-07 1.2068e-04 2.9880e-03 2.8048e-05 3.6684e-02 4.4410e+02 6.1917e-13 3.8337e-26 4.9925e-04 1.0994e+00 5.4424e-04
1.1531e-07 1.2453e-04 3.0194e-03 2.8641e-05 3.6973e-02 4.5827e+02 6.3812e-13 4.0720e-26 5.0700e-04 1.1081e+00 5.6602e-04
1.4003e-07 1.5123e-04 3.2214e-03 3.2601e-05 3.8813e-02 5.5653e+02 7.6894e-13 5.9127e-26 5.5763e-04 1.1631e+00 7.2159e-04
1.3491e-07 1.4570e-04 3.1816e-03 3.1802e-05 3.8453e-02 5.3618e+02 7.4193e-13 5.5046e-26 5.4754e-04 1.1523e+00 6.8876e-04
1.3510e-07 1.4591e-04 3.1832e-03 3.1832e-05 3.8467e-02 5.3695e+02 7.4295e-13 5.5198e-26 5.4793e-04 1.1527e+00 6.9000e-04
1.3632e-07 1.4723e-04 3.1927e-03 3.2024e-05 3.8554e-02 5.4181e+02 7.4941e-13 5.6161e-26 5.5035e-04 1.1553e+00 6.9781e-04
1.3575e-07 1.4661e-04 3.1882e-03 3.1934e-05 3.8513e-02 5.3952e+02 7.4638e-13 5.5708e-26 5.4921e-04 1.1541e+00 6.9414e-04
1.3938e-07 1.5053e-04 3.2164e-03 3.2501e-05 3.8768e-02 5.5395e+02 7.6552e-13 5.8603e-26 5.5636e-04 1.1617e+00 7.1742e-04
2.7963e-07 3.0200e-04 4.0566e-03 5.1699e-05 4.6139e-02 1.1114e+03 1.4936e-12 2.2310e-25 7.8257e-04 1.3819e+00 1.7130e-03
6.6222e-08 7.1520e-05 2.5098e-03 1.9789e-05 3.2187e-02 2.6319e+02 3.7471e-13 1.4040e-26 3.8636e-04 9.6484e-01 2.8299e-04
1.1954e-07 1.2910e-04 3.0559e-03 2.9338e-05 3.7308e-02 4.7509e+02 6.6059e-13 4.3637e-26 5.1603e-04 1.1181e+00 5.9211e-04
1.4631e-07 1.5802e-04 3.2689e-03 3.3570e-05 3.9242e-02 5.8151e+02 8.0205e-13 6.4329e-26 5.6976e-04 1.1759e+00 7.6231e-04
6.4491e-08 6.9650e-05 2.4877e-03 1.9443e-05 3.1974e-02 2.5631e+02 3.6530e-13 1.3344e-26 3.8137e-04 9.5847e-01 2.7377e-04
1.0565e-08 1.1410e-05 1.3612e-03 5.8210e-06 2.0342e-02 4.1989e+01 6.4333e-14 4.1387e-28 1.5718e-04 4.5125e-01 2.2864e-05
3.1944e-09 3.4500e-06 9.1363e-04 2.6223e-06 1.5084e-02 1.2696e+01 2.0405e-14 4.1638e-29 8.7469e-05 3.3161e-01 5.1152e-06
2.3861e-08 2.5770e-05 1.7859e-03 1.0020e-05 2.4937e-02 9.4834e+01 1.4064e-13 1.9780e-27 2.3430e-04 7.4759e-01 7.9013e-05
6.5278e-12 7.0500e-09 1.1594e-04 4.2228e-08 3.2071e-03 2.5944e-02 5.3420e-17 2.8537e-34 4.2066e-06 9.1716e-02 2.7968e-09
6.5278e-12 7.0500e-09 1.1594e-04 4.2228e-08 3.2071e-03 2.5944e-02 5.3420e-17 2.8537e-34 4.2066e-06 9.1716e-02 2.7968e-09
1.0741e-09 1.1600e-06 6.3530e-04 1.2680e-06 1.1486e-02 4.2688e+00 7.1667e-15 5.1362e-30 5.1275e-05 2.5182e-01 1.3101e-06
1.0741e-09 1.1600e-06 6.3530e-04 1.2680e-06 1.1486e-02 4.2688e+00 7.1667e-15 5.1362e-30 5.1275e-05 2.5182e-01 1.3101e-06
1.0741e-09 1.1600e-06 6.3530e-04 1.2680e-06 1.1486e-02 4.2688e+00 7.1667e-15 5.1362e-30 5.1275e-05 2.5182e-01 1.3101e-06
