Volume Mass Radius Surface Stroke Energy Bs Bt Detection ForSpeed  ForCost
1.8417e-08 1.9890e-05 1.6382e-03 8.4314e-06 2.3374e-02 7.3196e+01 1.0968e-13 1.2030e-27 2.0637e-04 3.5417e-02 5.8541e-07
1.1314e-10 1.2219e-07 3.0004e-04 2.8281e-07 6.5437e-03 4.4966e-01 8.2602e-16 6.8231e-32 1.7020e-05 5.2971e-03 4.9304e-09
3.4730e-10 3.7508e-07 4.3605e-04 5.9735e-07 8.6616e-03 1.3803e+00 2.4244e-15 5.8776e-31 2.9488e-05 7.9888e-03 3.4290e-09
6.6677e-10 7.2011e-07 5.4195e-04 9.2273e-07 1.0196e-02 2.6500e+00 4.5346e-15 2.0563e-30 4.0593e-05 8.8985e-03 3.1182e-09
6.6677e-10 7.2011e-07 5.4195e-04 9.2273e-07 1.0196e-02 2.6500e+00 4.5346e-15 2.0563e-30 4.0593e-05 8.8985e-03 3.1182e-09
6.6677e-10 7.2011e-07 5.4195e-04 9.2273e-07 1.0196e-02 2.6500e+00 4.5346e-15 2.0563e-30 4.0593e-05 8.8985e-03 3.1182e-09
6.6677e-10 7.2011e-07 5.4195e-04 9.2273e-07 1.0196e-02 2.6500e+00 4.5346e-15 2.0563e-30 4.0593e-05 8.8985e-03 3.1182e-09
6.6677e-10 7.2011e-07 5.4195e-04 9.2273e-07 1.0196e-02 2.6500e+00 4.5346e-15 2.0563e-30 4.0593e-05 8.8985e-03 3.1182e-09
6.6677e-10 7.2011e-07 5.4195e-04 9.2273e-07 1.0196e-02 2.6500e+00 4.5346e-15 2.0563e-30 4.0593e-05 8.8985e-03 3.1182e-09
6.6677e-10 7.2011e-07 5.4195e-04 9.2273e-07 1.0196e-02 2.6500e+00 4.5346e-15 2.0563e-30 4.0593e-05 8.8985e-03 3.1182e-09
6.6677e-10 7.2011e-07 5.4195e-04 9.2273e-07 1.0196e-02 2.6500e+00 4.5346e-15 2.0563e-30 4.0593e-05 8.8985e-03 3.1182e-09
6.6677e-10 7.2011e-07 5.4195e-04 9.2273e-07 1.0196e-02 2.6500e+00 4.5346e-15 2.0563e-30 4.0593e-05 8.8985e-03 3.1182e-09
6.6677e-10 7.2011e-07 5.4195e-04 9.2273e-07 1.0196e-02 2.6500e+00 4.5346e-15 2.0563e-30 4.0593e-05 8.8985e-03 3.1182e-09
6.6677e-10 7.2011e-07 5.4195e-04 9.2273e-07 1.0196e-02 2.6500e+00 4.5346e-15 2.0563e-30 4.0593e-05 8.8985e-03 3.1182e-09
6.6677e-10 7.2011e-07 5.4195e-04 9.2273e-07 1.0196e-02 2.6500e+00 4.5346e-15 2.0563e-30 4.0593e-05 8.8985e-03 3.1182e-09
6.6677e-10 7.2011e-07 5.4195e-04 9.2273e-07 1.0196e-02 2.6500e+00 4.5346e-15 2.0563e-30 4.0593e-05 8.8985e-03 3.1182e-09
6.6677e-10 7.2011e-07 5.4195e-04 9.2273e-07 1.0196e-02 2.6500e+00 4.5346e-15 2.0563e-30 4.0593e-05 8.8985e-03 3.1182e-09
6.8009e-10 7.3449e-07 5.4554e-04 9.3498e-07 1.0246e-02 2.7029e+00 4.6216e-15 2.1359e-30 4.0988e-05 8.9690e-03 3.1951e-09
6.8009e-10 7.3449e-07 5.4554e-04 9.3498e-07 1.0246e-02 2.7029e+00 4.6216e-15 2.1359e-30 4.0988e-05 8.9690e-03 3.1951e-09
2.1285e-13 2.2988e-10 3.7039e-05 4.3100e-09 1.3628e-03 8.4597e-04 1.9975e-18 3.9900e-37 7.8606e-07 1.1220e-04 1.1766e-12
2.4960e-13 2.6956e-10 3.9059e-05 4.7927e-09 1.4182e-03 9.9199e-04 2.3274e-18 5.4169e-37 8.4985e-07 1.2463e-04 1.5136e-12
2.1285e-13 2.2988e-10 3.7039e-05 4.3100e-09 1.3628e-03 8.4597e-04 1.9975e-18 3.9900e-37 7.8606e-07 1.1220e-04 1.1766e-12
2.7452e-14 2.9648e-11 1.8714e-05 1.1002e-09 8.1671e-04 1.0910e-04 2.7961e-19 7.8183e-39 2.8814e-07 2.8918e-05 4.3337e-14
7.5255e-11 8.1275e-08 2.6191e-04 2.1550e-07 5.9096e-03 2.9909e-01 5.5847e-16 3.1189e-32 1.3938e-05 4.2545e-03 2.8708e-09
2.3236e-11 2.5095e-08 1.7702e-04 9.8445e-08 4.4052e-03 9.2348e-02 1.8073e-16 3.2664e-33 7.8364e-06 2.2292e-03 1.3050e-09
2.3236e-11 2.5095e-08 1.7702e-04 9.8445e-08 4.4052e-03 9.2348e-02 1.8073e-16 3.2664e-33 7.8364e-06 2.2292e-03 1.3050e-09
1.1314e-10 1.2219e-07 3.0004e-04 2.8281e-07 6.5437e-03 4.4966e-01 8.2602e-16 6.8231e-32 1.7020e-05 5.2971e-03 4.9304e-09
2.3236e-11 2.5095e-08 1.7702e-04 9.8445e-08 4.4052e-03 9.2348e-02 1.8073e-16 3.2664e-33 7.8364e-06 2.2292e-03 1.3050e-09
7.5255e-11 8.1275e-08 2.6191e-04 2.1550e-07 5.9096e-03 2.9909e-01 5.5847e-16 3.1189e-32 1.3938e-05 4.2545e-03 2.8708e-09
